Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Disbursal_Date,Repayment_Start_Date,Repayment_End_Date,Loan_Status,Overdue_Amount,EMI_Amount,Collateral_Details
L001510,C064791,290492,7.65,48,2022-03-09,2022-04-09,2026-03-09,Overdue,0,95271,None
L001511,C010025,1708263,8.44,12,2024-08-19,2024-09-19,2025-08-19,Closed,0,74944,Vehicle
L001512,C006612,4443114,10.12,60,2020-09-13,2020-10-13,2025-09-13,Overdue,8567,74024,Property
L001513,C026170,2111121,7.99,60,2024-04-08,2024-05-08,2029-04-08,Overdue,0,43100,None
L001514,C008733,2333839,9.27,60,2024-02-20,2024-03-20,2029-02-20,Closed,25046,60857,None
L001515,C012563,634102,11.11,12,2024-05-07,2024-06-07,2025-05-07,Active,0,14530,Vehicle
L001516,C044759,217180,11.68,60,2020-12-07,2021-01-07,2025-12-07,Overdue,0,39494,Vehicle
L001517,C060465,879337,12.55,60,2021-11-27,2021-12-27,2026-11-27,Overdue,42094,91291,Vehicle
L001518,C028851,3774798,8.69,48,2021-03-10,2021-04-10,2025-03-10,Closed,0,43883,None
L001519,C051332,420428,11.37,60,2021-09-11,2021-10-11,2026-09-11,Closed,43866,69751,Property
L001520,C015734,664705,7.99,60,2024-10-07,2024-11-07,2029-10-07,Active,3848,44484,None
L001521,C038671,4435898,8.16,12,2020-01-12,2020-02-12,2021-01-12,Closed,0,85945,Property
L001522,C064989,696234,7.64,60,2024-09-07,2024-10-07,2029-09-07,Overdue,0,75168,Vehicle
L001523,C039306,2077364,10.47,12,2020-07-04,2020-08-04,2021-07-04,Closed,39657,99089,None
L001524,C027505,2466649,9.0,48,2020-11-07,2020-12-07,2024-11-07,Closed,0,41329,Property
L001525,C017736,629797,11.34,24,2020-12-05,2021-01-05,2022-12-05,Active,0,77108,Vehicle
L001526,C045365,939354,9.64,60,2023-02-16,2023-03-16,2028-02-16,Active,14179,3037,Property
L001527,C018961,1661585,11.92,60,2021-06-10,2021-07-10,2026-06-10,Active,31834,6579,None
L001528,C009767,2650438,11.57,36,2024-11-18,2024-12-18,2027-11-18,Active,0,73696,None
L001529,C003629,1271186,12.51,48,2020-05-10,2020-06-10,2024-05-10,Active,0,67411,None
L001530,C019755,3543476,11.71,12,2024-06-05,2024-07-05,2025-06-05,Overdue,0,28885,Vehicle
L001531,C059351,406012,14.95,24,2020-12-18,2021-01-18,2022-12-18,Overdue,9036,63652,Vehicle
L001532,C036976,4570709,13.14,60,2022-02-27,2022-03-27,2027-02-27,Overdue,35329,65114,Property
L001533,C018048,4221409,8.02,24,2024-06-29,2024-07-29,2026-06-29,Active,40609,68966,None
L001534,C048411,2804034,7.27,24,2024-08-13,2024-09-13,2026-08-13,Overdue,34676,11601,Vehicle
L001535,C032479,975945,11.31,36,2024-04-04,2024-05-04,2027-04-04,Overdue,0,77771,None
L001536,C058793,3422804,7.02,24,2022-07-22,2022-08-22,2024-07-22,Active,0,72475,Property
L001537,C022791,470052,9.25,60,2023-08-31,2023-09-30,2028-08-31,Closed,47122,62077,Vehicle
L001538,C002401,4033590,13.27,12,2022-06-20,2022-07-20,2023-06-20,Active,0,45441,None
L001539,C012571,3737311,10.49,24,2024-12-14,2025-01-14,2026-12-14,Overdue,0,56561,Property
L001540,C068691,2890381,14.94,36,2022-11-14,2022-12-14,2025-11-14,Closed,0,88840,None
L001541,C035494,2889965,11.01,24,2020-07-02,2020-08-02,2022-07-02,Closed,33534,87587,Vehicle
L001542,C065666,689334,10.22,12,2021-04-04,2021-05-04,2022-04-04,Closed,0,90325,Vehicle
L001543,C048988,3835603,11.81,60,2024-03-14,2024-04-14,2029-03-14,Active,3403,18475,Property
L001544,C027988,800692,12.86,36,2022-11-09,2022-12-09,2025-11-09,Active,14636,65202,None
L001545,C058919,3890197,14.04,48,2020-10-16,2020-11-16,2024-10-16,Active,0,22981,Property
L001546,C054705,1592746,10.05,60,2020-02-28,2020-03-28,2025-02-28,Closed,0,6845,None
L001547,C046269,1699165,9.88,36,2024-05-06,2024-06-06,2027-05-06,Active,31658,99710,Property
L001548,C011171,2007300,7.69,36,2020-08-30,2020-09-30,2023-08-30,Active,0,88321,None
L001549,C001076,689413,10.72,36,2020-11-15,2020-12-15,2023-11-15,Overdue,18235,76692,None
L001550,C020867,774072,8.94,24,2021-11-27,2021-12-27,2023-11-27,Active,0,34769,Property
L001551,C000789,435603,7.33,24,2024-09-21,2024-10-21,2026-09-21,Active,0,42865,None
L001552,C054457,2310070,12.76,60,2022-10-01,2022-11-01,2027-10-01,Overdue,48136,30984,Vehicle
L001553,C041340,2154276,7.72,60,2020-12-18,2021-01-18,2025-12-18,Closed,10796,43301,Property
L001554,C048951,1220762,11.82,36,2022-04-09,2022-05-09,2025-04-09,Active,9688,21528,None
L001555,C035444,2065329,13.2,36,2022-11-27,2022-12-27,2025-11-27,Active,0,83765,Property
L001556,C017191,718776,11.06,24,2020-02-12,2020-03-12,2022-02-12,Active,0,42882,None
L001557,C061642,1754372,13.08,48,2020-10-21,2020-11-21,2024-10-21,Overdue,0,70239,Property
L001558,C009276,1892062,8.67,12,2020-03-13,2020-04-13,2021-03-13,Overdue,0,89314,Vehicle
L001559,C063114,1110110,11.42,60,2020-02-09,2020-03-09,2025-02-09,Active,0,66676,Vehicle
L001560,C024630,4034137,10.46,36,2021-08-20,2021-09-20,2024-08-20,Closed,7500,4915,None
L001561,C009180,1457660,7.29,48,2024-03-25,2024-04-25,2028-03-25,Active,37823,28973,Vehicle
L001562,C065613,3954189,11.65,12,2023-02-11,2023-03-11,2024-02-11,Closed,0,68528,Vehicle
L001563,C020363,2020567,14.7,48,2021-04-10,2021-05-10,2025-04-10,Overdue,21711,57374,Property
L001564,C044826,2413342,13.1,60,2023-02-11,2023-03-11,2028-02-11,Overdue,0,26538,Vehicle
L001565,C064206,2204074,13.01,36,2023-01-16,2023-02-16,2026-01-16,Active,25458,77108,Vehicle
L001566,C038976,3858943,12.88,48,2020-02-29,2020-03-29,2024-02-29,Active,41017,97110,None
L001567,C038213,1684921,7.5,60,2021-10-02,2021-11-02,2026-10-02,Active,0,76310,Property
L001568,C045124,3907890,9.81,12,2023-05-13,2023-06-13,2024-05-13,Overdue,0,96391,Property
L001569,C040188,2112939,12.33,48,2022-06-07,2022-07-07,2026-06-07,Overdue,20488,71808,Property
L001570,C032679,3139807,10.92,60,2023-02-15,2023-03-15,2028-02-15,Active,0,3510,Vehicle
L001571,C043403,972695,14.54,12,2021-05-12,2021-06-12,2022-05-12,Overdue,17770,11505,None
L001572,C067118,87380,11.72,60,2024-09-09,2024-10-09,2029-09-09,Overdue,10621,70620,None
L001573,C035408,470925,12.79,60,2024-08-16,2024-09-16,2029-08-16,Overdue,0,42401,Vehicle
L001574,C060349,1473995,12.94,48,2022-06-07,2022-07-07,2026-06-07,Overdue,24819,83648,None
L001575,C042720,254330,9.16,24,2024-03-23,2024-04-23,2026-03-23,Active,0,12024,None
L001576,C030722,3336268,14.51,60,2020-07-23,2020-08-23,2025-07-23,Active,41386,93408,None
L001577,C029335,259099,14.55,60,2022-03-17,2022-04-17,2027-03-17,Closed,0,9257,Property
L001578,C039128,2094170,9.46,48,2024-11-19,2024-12-19,2028-11-19,Closed,43351,10431,Property
L001579,C031532,483797,14.18,24,2023-09-27,2023-10-27,2025-09-27,Closed,0,22972,Vehicle
L001580,C020110,86122,9.62,48,2021-12-26,2022-01-26,2025-12-26,Closed,0,22751,None
L001581,C064911,2785968,12.53,60,2022-07-15,2022-08-15,2027-07-15,Active,36356,80098,None
L001582,C068501,993572,11.84,36,2021-10-27,2021-11-27,2024-10-27,Overdue,46174,32962,Property
L001583,C048237,1772849,11.54,48,2020-01-11,2020-02-11,2024-01-11,Closed,47949,46162,Property
L001584,C012973,1591198,11.29,60,2022-07-05,2022-08-05,2027-07-05,Active,2155,16113,Property
L001585,C002425,4805757,9.38,12,2024-12-03,2025-01-03,2025-12-03,Active,0,20905,Property
L001586,C053669,733167,7.57,60,2020-05-31,2020-06-30,2025-05-31,Active,32387,66230,Property
L001587,C014484,3883038,13.55,24,2021-04-01,2021-05-01,2023-04-01,Overdue,0,40392,Vehicle
L001588,C049037,4213804,8.16,12,2021-08-18,2021-09-18,2022-08-18,Active,0,89679,Vehicle
L001589,C047452,2878556,10.04,24,2021-07-06,2021-08-06,2023-07-06,Overdue,36729,75030,None
L001590,C003661,1488869,8.27,60,2024-11-14,2024-12-14,2029-11-14,Overdue,0,23525,None
L001591,C069536,4155965,11.37,12,2021-01-23,2021-02-23,2022-01-23,Overdue,41214,73655,None
L001592,C009763,84635,13.51,60,2022-02-17,2022-03-17,2027-02-17,Active,27178,36888,Property
L001593,C044356,143459,14.01,48,2020-10-21,2020-11-21,2024-10-21,Active,0,92273,None
L001594,C038903,950861,12.0,36,2020-08-07,2020-09-07,2023-08-07,Overdue,0,14469,Property
L001595,C040291,1688987,12.4,60,2024-02-23,2024-03-23,2029-02-23,Overdue,0,85250,None
L001596,C053458,2246545,13.31,12,2023-09-16,2023-10-16,2024-09-16,Overdue,0,47187,None
L001597,C064088,2295485,9.42,36,2021-11-03,2021-12-03,2024-11-03,Active,29409,28485,Vehicle
L001598,C045915,4848959,8.95,12,2021-09-07,2021-10-07,2022-09-07,Active,0,3936,None
L001599,C026724,872162,12.25,36,2024-11-25,2024-12-25,2027-11-25,Closed,0,90155,None
L001600,C001239,1703403,7.93,48,2021-10-08,2021-11-08,2025-10-08,Overdue,0,3428,Vehicle
L001601,C028101,3268596,8.15,48,2020-08-13,2020-09-13,2024-08-13,Overdue,41152,67216,Property
L001602,C041706,269634,7.15,36,2021-11-18,2021-12-18,2024-11-18,Active,0,2482,Vehicle
L001603,C064846,336594,13.87,24,2024-02-05,2024-03-05,2026-02-05,Active,0,59453,Vehicle
L001604,C001021,193365,12.69,48,2021-01-26,2021-02-26,2025-01-26,Active,13347,56402,None
L001605,C068044,2472040,10.45,24,2023-06-10,2023-07-10,2025-06-10,Active,0,29747,None
L001606,C053280,1425049,8.01,24,2022-01-27,2022-02-27,2024-01-27,Closed,1246,58469,Property
L001607,C041038,3330225,7.88,36,2021-05-06,2021-06-06,2024-05-06,Active,0,6308,Vehicle
L001608,C035281,819820,13.87,24,2021-09-05,2021-10-05,2023-09-05,Overdue,0,51578,Vehicle
L001609,C028658,1653596,11.48,48,2024-12-13,2025-01-13,2028-12-13,Closed,0,37379,Property
L001610,C045668,535380,9.43,36,2020-12-19,2021-01-19,2023-12-19,Closed,29785,90704,None
L001611,C041082,4203384,13.76,24,2023-08-06,2023-09-06,2025-08-06,Overdue,0,52180,None
L001612,C026248,3050910,13.03,60,2024-01-07,2024-02-07,2029-01-07,Active,6612,21039,Property
L001613,C011047,1766997,11.64,48,2022-07-20,2022-08-20,2026-07-20,Overdue,46011,39576,None
L001614,C049740,1268321,13.58,36,2024-09-19,2024-10-19,2027-09-19,Overdue,0,13565,None
L001615,C016519,1428967,11.91,12,2024-02-02,2024-03-02,2025-02-02,Closed,34623,49218,Vehicle
L001616,C045431,2916503,13.13,48,2020-01-01,2020-02-01,2024-01-01,Closed,0,46486,Vehicle
L001617,C010393,1786860,10.03,12,2023-06-26,2023-07-26,2024-06-26,Overdue,13272,60933,Property
L001618,C022186,451005,9.53,12,2024-04-25,2024-05-25,2025-04-25,Active,0,21771,Property
L001619,C008416,1403048,11.18,48,2020-01-18,2020-02-18,2024-01-18,Closed,25065,78110,Property
L001620,C047736,1760704,12.46,48,2020-11-23,2020-12-23,2024-11-23,Active,0,32621,Property
L001621,C052018,1578988,8.31,12,2020-05-09,2020-06-09,2021-05-09,Active,0,57870,Vehicle
L001622,C028384,2324042,9.79,48,2023-05-17,2023-06-17,2027-05-17,Active,0,35281,Property
L001623,C062442,3264908,14.43,60,2023-06-09,2023-07-09,2028-06-09,Active,0,27046,None
L001624,C062020,1917028,10.88,36,2023-09-21,2023-10-21,2026-09-21,Overdue,0,5731,None
L001625,C023484,2789786,8.67,12,2024-07-17,2024-08-17,2025-07-17,Closed,0,79517,None
L001626,C067038,3776712,11.24,60,2024-08-09,2024-09-09,2029-08-09,Overdue,0,15951,Vehicle
L001627,C037326,3596803,8.03,36,2023-05-07,2023-06-07,2026-05-07,Overdue,27371,52639,Property
L001628,C063807,3383261,9.45,12,2020-11-29,2020-12-29,2021-11-29,Closed,26986,33904,Vehicle
L001629,C069441,4698921,10.5,36,2021-09-30,2021-10-30,2024-09-30,Overdue,16498,19557,Vehicle
L001630,C012446,3582341,14.35,36,2024-07-08,2024-08-08,2027-07-08,Overdue,13777,86111,Property
L001631,C030472,882260,12.46,48,2023-12-11,2024-01-11,2027-12-11,Active,29059,74276,None
L001632,C023129,4127323,11.25,12,2024-11-05,2024-12-05,2025-11-05,Closed,0,69796,Vehicle
L001633,C020439,596654,11.71,36,2021-08-12,2021-09-12,2024-08-12,Overdue,35091,85444,None
L001634,C014866,922246,13.73,24,2022-07-23,2022-08-23,2024-07-23,Closed,23939,77632,None
L001635,C008291,791691,12.1,24,2022-07-10,2022-08-10,2024-07-10,Active,0,89566,None
L001636,C014771,819792,13.54,24,2020-01-28,2020-02-28,2022-01-28,Active,22970,29162,Property
L001637,C037024,775890,7.48,24,2020-12-13,2021-01-13,2022-12-13,Overdue,0,56927,Vehicle
L001638,C009663,1019299,13.14,36,2020-10-04,2020-11-04,2023-10-04,Active,27839,13879,Property
L001639,C038725,4339829,12.11,60,2020-02-07,2020-03-07,2025-02-07,Active,0,29828,None
L001640,C038562,986593,8.83,60,2023-04-13,2023-05-13,2028-04-13,Overdue,28789,98791,None
L001641,C068148,3493102,8.96,36,2024-02-06,2024-03-06,2027-02-06,Closed,7987,83262,Vehicle
L001642,C005812,2939177,9.3,60,2023-02-16,2023-03-16,2028-02-16,Overdue,6440,95999,Vehicle
L001643,C017448,409540,14.25,36,2024-03-01,2024-04-01,2027-03-01,Overdue,0,44738,Property
L001644,C047085,4775008,10.84,60,2021-09-21,2021-10-21,2026-09-21,Overdue,5185,17000,None
L001645,C058680,4644815,12.82,36,2020-07-27,2020-08-27,2023-07-27,Overdue,44156,99313,Property
L001646,C002351,1933939,12.29,36,2023-11-23,2023-12-23,2026-11-23,Closed,29079,40606,Property
L001647,C056313,497853,8.01,48,2024-03-11,2024-04-11,2028-03-11,Overdue,37933,67914,Property
L001648,C004307,1463196,13.48,36,2021-01-02,2021-02-02,2024-01-02,Closed,41058,5489,None
L001649,C059240,2459613,14.58,60,2023-02-07,2023-03-07,2028-02-07,Active,46071,68245,None
L001650,C050160,2478509,10.39,48,2023-01-30,2023-02-28,2027-01-30,Closed,39503,64636,Vehicle
L001651,C042028,4504609,13.94,12,2021-07-16,2021-08-16,2022-07-16,Active,10888,87449,None
L001652,C012914,2471763,7.39,48,2020-09-29,2020-10-29,2024-09-29,Active,0,11466,Property
L001653,C065338,4392937,10.55,12,2023-09-14,2023-10-14,2024-09-14,Overdue,0,3725,Vehicle
L001654,C047321,3826844,9.16,24,2021-01-07,2021-02-07,2023-01-07,Overdue,0,24551,Property
L001655,C019157,2309694,7.48,48,2021-05-14,2021-06-14,2025-05-14,Active,1132,5720,Vehicle
L001656,C067279,2555202,9.37,24,2022-12-03,2023-01-03,2024-12-03,Closed,0,46363,Vehicle
L001657,C005714,1627985,11.44,24,2020-01-02,2020-02-02,2022-01-02,Active,0,29624,Property
L001658,C013800,4394092,9.37,24,2023-01-09,2023-02-09,2025-01-09,Closed,0,73887,Vehicle
L001659,C039004,431797,12.37,12,2020-08-27,2020-09-27,2021-08-27,Overdue,23584,95469,None
L001660,C014758,1003607,14.95,36,2022-08-06,2022-09-06,2025-08-06,Closed,36179,5251,None
L001661,C001970,2837983,8.45,24,2023-03-20,2023-04-20,2025-03-20,Closed,20525,48982,Property
L001662,C018699,2717139,9.71,48,2022-11-30,2022-12-30,2026-11-30,Overdue,0,16512,Vehicle
L001663,C036951,1669427,8.7,60,2020-07-23,2020-08-23,2025-07-23,Overdue,34269,22487,None
L001664,C028165,4186701,8.11,48,2024-08-30,2024-09-30,2028-08-30,Overdue,40643,5703,Vehicle
L001665,C020523,297831,12.36,36,2021-12-21,2022-01-21,2024-12-21,Active,0,64196,Vehicle
L001666,C049707,1911347,8.24,24,2023-01-05,2023-02-05,2025-01-05,Overdue,0,80746,Vehicle
L001667,C011856,1433162,14.93,60,2020-03-02,2020-04-02,2025-03-02,Active,0,77358,None
L001668,C042853,2315184,11.29,36,2023-12-03,2024-01-03,2026-12-03,Closed,21665,70995,Property
L001669,C015161,4835029,13.0,48,2023-10-19,2023-11-19,2027-10-19,Overdue,21100,30589,Property
L001670,C053164,765123,7.66,12,2022-04-07,2022-05-07,2023-04-07,Active,29193,40195,Property
L001671,C053760,2320099,12.42,24,2020-01-22,2020-02-22,2022-01-22,Overdue,45540,35391,Property
L001672,C050363,1669433,10.58,24,2022-12-04,2023-01-04,2024-12-04,Closed,11174,24988,Vehicle
L001673,C058842,3385837,11.15,48,2020-07-13,2020-08-13,2024-07-13,Closed,36674,77503,Vehicle
L001674,C007845,558900,7.19,60,2020-07-22,2020-08-22,2025-07-22,Overdue,0,16387,Vehicle
L001675,C028052,3981246,9.66,12,2021-08-06,2021-09-06,2022-08-06,Overdue,0,61035,Property
L001676,C004065,1367057,11.39,48,2024-06-03,2024-07-03,2028-06-03,Active,19920,20072,Property
L001677,C061610,784237,9.85,48,2021-04-07,2021-05-07,2025-04-07,Overdue,0,26735,Vehicle
L001678,C004181,1497393,7.1,60,2021-10-31,2021-11-30,2026-10-31,Overdue,0,50819,Property
L001679,C019016,2966110,8.65,60,2021-06-01,2021-07-01,2026-06-01,Overdue,28833,71463,None
L001680,C023912,914611,13.6,12,2023-01-27,2023-02-27,2024-01-27,Closed,5679,77945,Vehicle
L001681,C019757,2285064,12.51,48,2024-02-16,2024-03-16,2028-02-16,Closed,0,69859,None
L001682,C021485,3645992,12.86,24,2023-11-29,2023-12-29,2025-11-29,Active,32529,81898,Vehicle
L001683,C066246,3354933,9.11,48,2020-01-17,2020-02-17,2024-01-17,Overdue,8998,37340,Vehicle
L001684,C053980,1704149,10.17,12,2021-12-25,2022-01-25,2022-12-25,Overdue,0,48742,None
L001685,C060942,4308420,12.87,60,2021-07-13,2021-08-13,2026-07-13,Overdue,31425,48791,Vehicle
L001686,C058533,4161648,13.74,24,2022-09-30,2022-10-30,2024-09-30,Closed,44494,27744,Vehicle
L001687,C000216,531544,13.2,48,2022-01-13,2022-02-13,2026-01-13,Active,39741,21404,Vehicle
L001688,C053116,1379540,12.51,24,2022-02-27,2022-03-27,2024-02-27,Overdue,0,76327,Property
L001689,C013937,1902167,14.95,48,2022-03-03,2022-04-03,2026-03-03,Overdue,7928,56502,Vehicle
L001690,C009488,1272299,8.74,24,2021-05-31,2021-06-30,2023-05-31,Active,0,97611,Property
L001691,C058836,3727935,9.88,24,2020-08-24,2020-09-24,2022-08-24,Closed,0,24033,Property
L001692,C013890,3070854,8.43,48,2023-03-08,2023-04-08,2027-03-08,Closed,4779,73909,Vehicle
L001693,C047303,2146747,14.96,36,2023-04-03,2023-05-03,2026-04-03,Active,32202,87931,Vehicle
L001694,C035733,1743451,8.0,36,2022-09-05,2022-10-05,2025-09-05,Closed,0,19851,Vehicle
L001695,C065226,675349,13.35,24,2024-03-25,2024-04-25,2026-03-25,Closed,16056,44763,None
L001696,C022694,1717060,9.01,12,2021-03-30,2021-04-30,2022-03-30,Closed,37296,50552,None
L001697,C010393,2618794,9.88,36,2023-10-12,2023-11-12,2026-10-12,Overdue,22040,88462,Vehicle
L001698,C038346,1430649,12.78,12,2024-03-22,2024-04-22,2025-03-22,Active,16938,20876,Property
L001699,C005459,1452319,8.81,48,2023-04-02,2023-05-02,2027-04-02,Active,5463,75966,Property
L001700,C051446,3790441,7.13,60,2022-03-12,2022-04-12,2027-03-12,Active,0,68551,None
L001701,C052672,3830959,12.76,60,2020-07-24,2020-08-24,2025-07-24,Overdue,0,46161,Property
L001702,C061556,4340032,14.51,24,2024-02-14,2024-03-14,2026-02-14,Active,24324,60093,Vehicle
L001703,C018192,3366469,13.43,36,2022-03-28,2022-04-28,2025-03-28,Active,48155,44783,Vehicle
L001704,C037256,1126972,9.3,48,2022-03-09,2022-04-09,2026-03-09,Active,0,75387,Vehicle
L001705,C020345,1832270,10.59,60,2022-12-28,2023-01-28,2027-12-28,Closed,0,51990,Property
L001706,C053860,2710285,11.02,24,2023-12-25,2024-01-25,2025-12-25,Overdue,0,14299,None
L001707,C006328,1984287,12.2,36,2024-06-24,2024-07-24,2027-06-24,Active,0,24276,None
L001708,C009577,3764679,8.38,36,2024-02-12,2024-03-12,2027-02-12,Closed,8218,2965,None
L001709,C012128,2439902,10.01,12,2021-02-23,2021-03-23,2022-02-23,Overdue,0,66400,Property
L001710,C034052,1667116,13.25,48,2024-08-10,2024-09-10,2028-08-10,Closed,44938,73843,Property
L001711,C034223,666249,8.68,48,2022-08-14,2022-09-14,2026-08-14,Closed,0,23328,Property
L001712,C033757,3148789,12.67,60,2020-02-06,2020-03-06,2025-02-06,Overdue,23745,97140,None
L001713,C024324,1732889,9.13,60,2021-06-16,2021-07-16,2026-06-16,Active,8026,59184,Property
L001714,C037038,3338379,10.32,36,2024-03-28,2024-04-28,2027-03-28,Active,0,50533,None
L001715,C013932,3660345,9.28,36,2024-07-06,2024-08-06,2027-07-06,Closed,41945,64385,Vehicle
L001716,C052163,3167401,7.58,36,2024-06-13,2024-07-13,2027-06-13,Overdue,0,82669,None
L001717,C008243,2174913,13.01,48,2021-11-15,2021-12-15,2025-11-15,Overdue,6248,8366,Vehicle
L001718,C035741,1003627,11.36,12,2021-06-30,2021-07-30,2022-06-30,Closed,23908,2895,Vehicle
L001719,C047445,2749149,9.82,60,2022-10-15,2022-11-15,2027-10-15,Closed,10535,14839,Property
L001720,C047105,1832991,9.09,48,2020-06-20,2020-07-20,2024-06-20,Overdue,0,12776,Vehicle
L001721,C041550,4589986,14.34,12,2022-12-26,2023-01-26,2023-12-26,Closed,0,28726,Property
L001722,C062298,1870972,12.73,12,2022-05-23,2022-06-23,2023-05-23,Closed,37135,19006,Property
L001723,C047677,4785591,13.91,60,2024-11-02,2024-12-02,2029-11-02,Closed,0,34284,Vehicle
L001724,C061287,2261439,14.93,60,2022-05-06,2022-06-06,2027-05-06,Active,0,78163,Property
L001725,C039072,1159729,11.29,60,2022-02-13,2022-03-13,2027-02-13,Overdue,23217,48197,None
L001726,C011310,1740818,11.73,24,2024-07-28,2024-08-28,2026-07-28,Overdue,12554,42411,Property
L001727,C023230,2439192,8.87,48,2021-08-13,2021-09-13,2025-08-13,Active,0,34919,Property
L001728,C019236,4610780,11.99,48,2022-12-25,2023-01-25,2026-12-25,Closed,16774,9983,None
L001729,C009745,3927405,8.81,12,2024-03-15,2024-04-15,2025-03-15,Active,11053,2975,Vehicle
L001730,C048877,92820,8.36,48,2023-04-13,2023-05-13,2027-04-13,Active,0,61562,Vehicle
L001731,C030543,1897457,10.12,12,2023-08-17,2023-09-17,2024-08-17,Closed,21569,25527,None
L001732,C068377,827285,13.96,12,2021-02-05,2021-03-05,2022-02-05,Closed,0,42886,Vehicle
L001733,C061915,2419198,8.18,36,2024-12-08,2025-01-08,2027-12-08,Active,15727,76696,Vehicle
L001734,C058082,725554,10.01,60,2020-08-25,2020-09-25,2025-08-25,Overdue,0,75956,Vehicle
L001735,C028353,1935909,9.73,48,2024-06-17,2024-07-17,2028-06-17,Closed,0,40745,None
L001736,C060172,1451938,14.03,12,2023-08-25,2023-09-25,2024-08-25,Active,10423,9658,Vehicle
L001737,C020420,2718764,7.34,36,2024-09-25,2024-10-25,2027-09-25,Active,23680,84481,Property
L001738,C021449,109191,14.77,60,2021-11-08,2021-12-08,2026-11-08,Overdue,0,84894,None
L001739,C047838,3836279,13.57,24,2024-10-19,2024-11-19,2026-10-19,Active,0,76661,None
L001740,C016559,3862961,11.93,48,2021-06-29,2021-07-29,2025-06-29,Active,0,94761,Vehicle
L001741,C042822,4872328,13.89,48,2024-08-31,2024-09-30,2028-08-31,Active,0,79125,Property
L001742,C048078,137467,9.86,48,2021-08-13,2021-09-13,2025-08-13,Closed,46426,8434,Property
L001743,C065455,1064781,9.88,12,2020-11-28,2020-12-28,2021-11-28,Overdue,0,89795,Vehicle
L001744,C026965,4009122,11.97,48,2020-06-21,2020-07-21,2024-06-21,Closed,0,22316,Vehicle
